id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Year Released
6i0V12jOa3mr6uu4WYhUBr,Heathens,83,195920,0,['Twenty One Pilots'],['3YQKmKGau1PzlVlkL1iodx'],2016-06-16,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4,2016
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,82,205947,0,"['DJ Snake', 'Justin Bieber']","['540vIaP2JwjQb9dm3aArA4', '1uNFoZAHBGtllmzznpCI3s']",2016-08-05,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4,2016
0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,81,213707,0,['KALEO'],['7jdFEYD2LTYjfwxOdlVjmc'],2016-06-10,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4,2016
42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,81,230227,0,['Alessia Cara'],['2wUjUUtkb5lvLKcGKsKqsR'],2016-03-11,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,4,2016
5oO3drDxtziYU2H1X23ZIp,Love On The Brain,81,224000,1,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2016-01-28,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,3,2016
7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",81,251034,1,"['gnash', ""Olivia O'Brien""]","['3iri9nBFs9e4wN7PLIetAw', '1QRj3hoop9Mv5VvHQkwPEp']",2016-03-25,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,4,2016
76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,81,219147,1,['DNCE'],['6T5tfhQCknKG4UnH90qGnz'],2016-11-18,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,4,2016
5kqIPrATaCc2LqxVWzQGbk,7 Years,81,237300,0,['Lukas Graham'],['25u4wHJWxCA9vO0CzxAbK7'],2016-04-01,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,4,2016
4pAl7FkDMNBsjykPXo91B3,Needed Me,81,191600,1,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2016-01-28,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,4,2016
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,81,208373,0,"['The Chainsmokers', 'Daya']","['69GGBxA162lTqCwzJG5jLp', '6Dd3NScHWwnW6obMFbl1BH']",2016-02-05,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4,2016
5NORWMFC27ywGSZxi8uquP,Ophelia,80,160097,0,['The Lumineers'],['16oZKvXb6WkQlVAjwo2Wbg'],2016-04-08,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,4,2016
4NZrZgrRoR4GwR7flWOXRI,Go Fuck Yourself,80,129600,1,['Two Feet'],['5sWHDYs0csV6RS48xBl0tH'],2016-07-29,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,4,2016
0azC730Exh71aQlOt9Zj3y,This Is What You Came For (feat. Rihanna),80,222160,0,"['Calvin Harris', 'Rihanna']","['7CajNmpbOovFoOoasH2HaY', '5pKCCKE2ajJHZ9KAiaK11H']",2016-04-29,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,2016
37f4ITSlgPX81ad2EvmVQr,Fight Song,80,204013,0,['Rachel Platten'],['3QLIkT4rD2FMusaqmkepbq'],2016-01-01,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,4,2016
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,80,202747,1,['ZAYN'],['5ZsFI1h6hIdQRw2ti0hz81'],2016-03-25,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,4,2016
6b8Be6ljOzmkOmFslEb23P,24K Magic,80,225983,0,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],2016-11-17,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,4,2016
34xTFwjPQ1dC6uJmleno7x,Godspeed,80,177922,0,['Frank Ocean'],['2h93pZq0e7k5yf4dywlkpM'],2016-08-20,0.421,0.0952,6,-12.561,1,0.0479,0.931,0.000201,0.126,0.0773,109.698,4,2016
0ErK6K0kYr0Ow2RkPMhmMs,Shout Out to My Ex,80,246240,0,['Little Mix'],['3e7awlrlDSwF3iM0WBjGMp'],2016-11-18,0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,4,2016
3xKsf9qdS1CyvXSMEid6g8,Pink + White,80,184516,0,['Frank Ocean'],['2h93pZq0e7k5yf4dywlkpM'],2016-08-20,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,3,2016
0pqnGHJpmpxLKifKRmU6WP,Believer,88,204347,0,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],2017-06-23,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,4,2017
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,87,119133,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2017-08-25,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4,2017
0tgVpDi06FyKpA1z0VMD4v,Perfect,87,263400,0,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],2017-03-03,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,3,2017
7qiZfU4dY1lWllzX7mPBI3,Shape of You,87,233713,0,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],2017-03-03,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4,2017
2bRKxuH1o7pTmb1y4GfdEc,Clean White Noise - Loopable with no fade,86,90228,0,"['Erik Eriksson', 'White Noise Baby Sleep', 'White Noise for Babies']","['2c5WYCqQGs0UttiLCzVfOe', '4W12lEvVl5wectUtRNrvDh', '4ZfEELHfyKd4odAb6YfDFw']",2017-01-08,0.0,0.00342,8,-28.46,1,0.0,0.791,1.0,0.111,0.0,0.0,0,2017
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,85,95467,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2017-08-25,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,4,2017
1zB4vmk8tFRmM9UULNzbLB,Thunder,85,187147,0,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],2017-06-23,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,4,2017
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,84,182707,1,['Lil Uzi Vert'],['4O15NlyKLIASxsJ0PrXPfz'],2017-08-25,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,4,2017
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,84,247160,0,"['The Chainsmokers', 'Coldplay']","['69GGBxA162lTqCwzJG5jLp', '4gzpq5DPGxSnKTe4SA8HAU']",2017-04-07,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4,2017
7AQim7LbvFVZJE3O8TYgf2,Fuck Love (feat. Trippie Redd),84,146520,1,"['XXXTENTACION', 'Trippie Redd']","['15UsOTVnJzReFVN1VCnxy4', '6Xgp2XMz1fhVYe7i6yNAax']",2017-08-25,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,4,2017
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,84,340707,0,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],2017-05-12,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,4,2017
0uxSUdBrJy9Un0EYoBowng,20 Min,83,220587,1,['Lil Uzi Vert'],['4O15NlyKLIASxsJ0PrXPfz'],2017-11-17,0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426,4,2017
5vjLSffimiIP26QG5WcN2K,Hold On,83,198853,0,['Chord Overstreet'],['5D3muNJhYYunbRkh3FKgX0'],2017-02-03,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,4,2017
52okn5MNA47tk87PeZJLEL,Let You Down,83,212120,0,['NF'],['6fOMl44jA4Sp5b9PpYCkzz'],2017-10-06,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,4,2017
7floNISpH8VF4z4459Qo18,Look At Me!,83,126346,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2017-02-20,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4,2017
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,83,177000,1,['Kendrick Lamar'],['2YZyLoL8N0Wb9xBt1NhZWg'],2017-04-14,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4,2017
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,83,187973,0,['Shawn Mendes'],['7n2wHs1TKAczGzO7Dd2rGr'],2017-04-20,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,4,2017
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,83,199440,0,['Shawn Mendes'],['7n2wHs1TKAczGzO7Dd2rGr'],2017-04-20,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4,2017
2RttW7RAu5nOAfq6YFvApB,Happier,83,207520,0,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],2017-03-03,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,4,2017
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,172800,1,"['Offset', 'Metro Boomin']","['4DdkRBBYG6Yk9Ka8tdJ9BW', '0iEtIxbK0KxaSlF7G42ZOp']",2017-10-30,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,4,2017
7vGuf3Y35N4wmASOKLUVVU,Silence,82,180823,0,"['Marshmello', 'Khalid']","['64KEffDW9EtZ1y2vBYgq8T', '6LuN9FCkKOj5PcnpouEgny']",2017-08-11,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,2017
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,82,239000,0,"['ZAYN', 'Sia']","['5ZsFI1h6hIdQRw2ti0hz81', '5WUlDfRSoLAfcVSX1WnrxN']",2017-09-07,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,4,2017
7hDVYcQq6MxkdJGweuCtl9,ocean eyes,82,200379,0,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],2017-12-22,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,4,2017
0VgkVdmE4gld66l8iyGjgx,Mask Off,82,204600,1,['Future'],['1RyvyyTE3xzB2ZywiAwp0i'],2017-06-30,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4,2017
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),82,180387,1,"['Tyler, The Creator', 'Kali Uchis']","['4V8LLVI7PbaPR0K2TGSxFF', '1U1el3k54VvEUzo3ybLPlM']",2017-07-21,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4,2017
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,82,202547,0,['Khalid'],['6LuN9FCkKOj5PcnpouEgny'],2017-04-27,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,4,2017
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,82,233902,1,"['French Montana', 'Swae Lee']","['6vXTefBL93Dj5IqAWq6OTv', '1zNqQNIdeOUZHb8zbZRFMX']",2017-07-14,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4,2017
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,82,201000,0,['Sam Smith'],['2wY79sveU1sp5g7SokKOiI'],2017-11-03,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,4,2017
2ekn2ttSfGqwhhate0LSR0,New Rules,82,209320,0,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],2017-06-02,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,2017
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,81,201240,0,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],2017-06-23,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,4,2017
1FpVJ7HpZInE2GvhVE2TwT,Legends Never Die,81,235000,0,"['League of Legends', 'Against The Current']","['47mIJdHORyRerp4os813jD', '6yhD1KjhLxIETFF7vIRf8B']",2017-09-15,0.498,0.598,4,-6.638,0,0.0377,0.00786,0.0,0.111,0.0573,140.078,4,2017
6Nle9hKrkL1wQpwNfEkxjh,Chanel,81,210285,1,['Frank Ocean'],['2h93pZq0e7k5yf4dywlkpM'],2017-03-10,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,4,2017
6h5PAsRni4IRlxWr6uDPTP,More Than You Know,81,203000,0,['Axwell /\\ Ingrosso'],['2XnBwblw31dfGnspMIwgWz'],2017-07-28,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,4,2017
7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),81,278180,0,"['Daniel Caesar', 'Kali Uchis']","['20wkVLutqVOYrc0kxFs7rA', '1U1el3k54VvEUzo3ybLPlM']",2017-08-25,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,4,2017
47Bg6IrMed1GPbxRgwH2aC,Best Friend,81,262231,1,['Rex Orange County'],['7pbDxGE6nQSZVfiFdq9lOL'],2017-01-25,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,4,2017
0tBbt8CrmxbjRP0pueQkyU,Wolves,81,197993,0,"['Selena Gomez', 'Marshmello']","['0C8ZW7ezQVs4URX5aX7Kqx', '64KEffDW9EtZ1y2vBYgq8T']",2017-10-25,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,4,2017
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,81,298941,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],2017-03-18,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,4,2017
0S0vWvyZ6Rc79TXkWxT9QA,Save That Shit,81,231547,1,['Lil Peep'],['2kCcBybjl3SAtIcwdWpUe3'],2017-08-15,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997,4,2017
41zXlQxzTi6cGAjpOXyLYH,idontwannabeyouanymore,81,203569,0,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],2017-12-22,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,3,2017
152lZdxL1OR0ZMW6KquMif,Location,81,219080,0,['Khalid'],['6LuN9FCkKOj5PcnpouEgny'],2017-04-27,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,4,2017
33SNO8AaciGbNaQFkxvPrW,Kiwi,81,176387,0,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],2017-05-12,0.375,0.93,2,-2.631,1,0.0561,0.00064,0.0,0.318,0.491,147.124,4,2017
76cy1WJvNGJTj78UqeA5zr,IDGAF,81,217947,1,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],2017-06-02,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4,2017
0AS63m1wHv9n4VVRizK6Hc,Mercy,80,208733,0,['Shawn Mendes'],['7n2wHs1TKAczGzO7Dd2rGr'],2017-04-20,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,4,2017
4JE6agBLHGA5TaF6FlqfBD,As the World Caves In,80,218755,0,['Matt Maltese'],['12j6dJrPXanCBwY599pZxf'],2017-03-06,0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829,4,2017
7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,80,203760,1,['Demi Lovato'],['6S2OmqARrzebs0tKUEyXyp'],2017-09-29,0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,0.887,144.077,4,2017
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,80,220883,0,"['Martin Garrix', 'Dua Lipa']","['60d24wfXkVzDSfLS6hyCjZ', '6M2wZ9GZgrQXHCFfjv46we']",2017-01-27,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,4,2017
0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),80,275080,1,"['SZA', 'Travis Scott']","['7tYKF4w9nC0nq9CsPZTHyP', '0Y5tJX1MQlPlqiwlOH1tJY']",2017-06-09,0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002,4,2017
6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,80,213400,1,"['Kendrick Lamar', 'Zacari']","['2YZyLoL8N0Wb9xBt1NhZWg', '3qBKjEOanahMxlRojwCzhI']",2017-04-14,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,4,2017
1SOClUWhOi8vHZYMz3GluK,Infinity,80,237720,0,['Jaymes Young'],['6QrQ7OrISRYIfS5mtacaw2'],2017-06-23,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,4,2017
5bgwqaRSS3M8WHWruHgSL5,8TEEN,80,228600,0,['Khalid'],['6LuN9FCkKOj5PcnpouEgny'],2017-04-27,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,4,2017
0afhq8XCExXpqazXczTSve,Galway Girl,80,170827,0,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],2017-03-03,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,4,2017
4EpZ4eYuZOwPSSwyqpdHnJ,Sunflower,80,252231,1,['Rex Orange County'],['7pbDxGE6nQSZVfiFdq9lOL'],2017-03-22,0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,4,2017
2fQrGHiQOvpL9UgPvtYy6G,Bank Account,80,220307,1,['21 Savage'],['1URnnhqYAYcrqrcwql10ft'],2017-09-23,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,4,2017
55n9yjI6qqXh5F2mYvUc2y,I Don’t Wanna Live Forever (Fifty Shades Darker),80,247160,0,"['ZAYN', 'Taylor Swift']","['5ZsFI1h6hIdQRw2ti0hz81', '06HL4z0CvFAxyc27GXpf02']",2017-11-09,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,4,2017
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),89,200186,0,"['Billie Eilish', 'Khalid']","['6qqNVTkY8uBg9cP3Jd7DAH', '6LuN9FCkKOj5PcnpouEgny']",2018-04-19,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,4,2018
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,88,239836,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],2018-12-10,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,4,2018
4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,87,165820,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],2018-12-10,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,4,2018
3ee8Jmje8o58CHK66QrVC2,SAD!,87,166606,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2018-03-16,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4,2018
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,87,312820,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,2018
2ZRo7axmMPeSVUvDbGkJah,Hope,86,110886,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2018-03-16,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4,2018
7uoFMmxln0GPXQ0AcCBXRq,Snowman,86,165907,0,['Sia'],['5WUlDfRSoLAfcVSX1WnrxN'],2018-11-01,0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,3,2018
2VxeLyX666F8uXCJ0dZF8B,Shallow,86,215733,0,"['Lady Gaga', 'Bradley Cooper']","['1HY2Jd0NmPuamShAr6KMms', '4VIvfOurcf0vuLRxLkGnIG']",2018-10-05,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4,2018
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),86,218147,1,"['Post Malone', '21 Savage']","['246dkjvS1zLTtiykXe5h60', '1URnnhqYAYcrqrcwql10ft']",2018-04-27,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,4,2018
0JP9xo3adEtGSdUEISiszL,Moonlight,85,135090,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2018-03-16,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4,2018
2dpaYNEQHiRxtZbfNsse99,Happier,85,214290,0,"['Marshmello', 'Bastille']","['64KEffDW9EtZ1y2vBYgq8T', '7EQ0qTo7fWT7DPxmxtSYEc']",2018-08-17,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,4,2018
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,85,158040,0,"['Post Malone', 'Swae Lee']","['246dkjvS1zLTtiykXe5h60', '1zNqQNIdeOUZHb8zbZRFMX']",2018-12-14,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,4,2018
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,85,209274,1,['Joji'],['3MZsBdqDrRTJihTHQrO6Dq'],2018-10-26,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,4,2018
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,85,169354,0,['Alec Benjamin'],['5IH6FPUwQTxPSXurCrcIov'],2018-11-16,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4,2018
4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),85,179080,0,"['Kina', 'Snøw']","['4qIVPF0s71ZYW3qzhu5GkF', '5fSVkkuijRIpxuvSqysYiP']",2018-10-08,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,4,2018
4TnjEaWOeW0eKTKIEvJyCa,Falling,85,159382,0,['Trevor Daniel'],['7uaIm6Pw7xplS8Dy06V6pT'],2018-10-05,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,4,2018
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,84,197437,0,['Lauv'],['5JZ7CnR6gTvEMKX4g70Amv'],2018-05-31,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,4,2018
7AFASza1mXqntmGtbxXprO,changes,84,121887,0,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2018-03-16,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,4,2018
6DCZcSspjsKoFjzjrWoCdn,God's Plan,84,198973,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],2018-06-29,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4,2018
7dt6x5M1jzdTEt8oCbisTK,Better Now,84,231267,1,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],2018-04-27,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,4,2018
2BgEsaKNfHUdlh97KmvFyo,2002,84,186987,0,['Anne-Marie'],['1zNqDE7qDGCsyzJwohVaoX'],2018-04-27,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,4,2018
1rqqCSm0Qe4I9rUvWncaom,High Hopes,84,190947,0,['Panic! At The Disco'],['20JZFwl6HVl6yg8a4H3ZqK'],2018-06-22,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4,2018
4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love),83,160184,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2018-03-16,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,4,2018
69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,83,204326,0,['Calum Scott'],['6ydoSd3N2mwgwBHtF6K7eX'],2018-03-09,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,3,2018
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,83,228373,0,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],2018-03-30,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3,2018
4jvjzW7Hm0yK4LvvE0Paz9,Falling Down - Bonus Track,83,196400,1,"['Lil Peep', 'XXXTENTACION']","['2kCcBybjl3SAtIcwdWpUe3', '15UsOTVnJzReFVN1VCnxy4']",2018-11-09,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4,2018
7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,83,268434,1,['YNW Melly'],['1cNDP5yjU5vjeR8qMf4grg'],2018-08-03,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,4,2018
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),83,214847,0,"['Calvin Harris', 'Dua Lipa']","['7CajNmpbOovFoOoasH2HaY', '6M2wZ9GZgrQXHCFfjv46we']",2018-04-06,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,2018
1Bhm5HNO1cq8olDbBmokyL,Copines,83,171720,0,['Aya Nakamura'],['7IlRNXHjoOCgEAWN5qYksg'],2018-11-02,0.701,0.787,8,-3.941,0,0.0855,0.27,0.0,0.105,0.904,180.027,4,2018
